S.No,Item name,Brand_Name,Category,Sub_Category,Matched_Ingredients,Matched_Categories,Matched_Severities
425,Lo Foods Keto Dark CHOCOLATE BAR (Compound Sugar Free Chocolate),LO FOODS ,CHOCOLATE,CHOCOLATE BAR,,,
426,Toblerone Black Chocolate,TOBLERONE,CHOCOLATE,CHOCOLATE,SUGAR,added_sugar,medium
427,Darkins Indian Artisanal 70% Dark Cranberry & Chilli Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
428,Darkins Indian Artisanal 70% Dark Roasted Almonds Chocolate,DAEKINS,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
429,The Whole Truth 55% Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,,,
430,The Whole Truth Hazelnut Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,,,
431,The Whole Truth Sea Salt Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,,,
432,The Whole Truth Orange Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,,,
433,The Whole Truth Almond Raisin Dark Chocolate,THE WHOLE TRUTH,CHOCOLATE,CHOCOLATE BAR,,,
434,Lindt Exotic Milk Cornet Chocolate,LINDT,CHOCOLATE,CHOCOLATE,SUGAR; SKIMMED MILK POWDER,added_sugar; allergen,medium; low
435,Lindt Lindor Smooth Melting Assorted Chocolates Cornet,LINDT,CHOCOLATE,CHOCOLATE,SUGAR,added_sugar,medium
436,Godiva Dark Chocolate Blood Orange Tablet Bar,GODIVA,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
437,Godiva Signature 72% Cacao Dark Chocolate,GODIVA,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
438,Lindt Swiss Classic Milk Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
439,Lindt Excellence 70 % Cocoa Dark Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
440,"Cocoa mass, sugar, cocoa butter, VANILLA CAKE",LINDT,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
441,Lindt Excellence 90% Cocoa Supreme Dark CHOCOLATE BAR,LINDT,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
442,Godiva Salted Caramel Belgian Milk Chocolate,GODIVA,CHOCOLATE,CHOCOLATE BAR,SUGAR; GLUCOSE SYRUP,added_sugar; hidden_sugar,medium; medium
443,Godiva Milk Chocolate Rich & Creamy,GODIVA,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
444,Toblerone Fruit & Nut Chocolate,TOBLERONE,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
445,Chokola 54% Sugar Free Dark Chocolate,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,,,
446,Wedel Milk CHOCOLATE BAR,WEDEL,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
447,Chokola 75% Signature Noir Dark Chocolate,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,,,
448,Lindt Excellence Orange Intense Dark Chocolate,LINDT,CHOCOLATE,CHOCOLATE BAR,INVERT SUGAR,hidden_sugar,medium
449,Sugar Free D'lite Quinoa & Almonds Dark CHOCOLATE BAR,SUGAR FREE,CHOCOLATE,CHOCOLATE BAR,,,
450,Maltesers Chocolate,MALTESERS,CHOCOLATE,CHOCOLATE BAR,SUGAR; GLUCOSE SYRUP; WHEAT GLUTEN; SKIMMED MILK POWDER,added_sugar; hidden_sugar; allergen; allergen,medium; medium; low; low
451,Cadbury 5 Star 3D CHOCOLATE BAR,CADBURY,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; HYDROGENATED VEGETABLE FAT; EMULSIFIERS (442; HYDROLYSED VEGETABLE PROTEIN; MILK SOLIDS; REFINED WHEAT FLOUR; STARCH,hidden_sugar; hidden_sugar; trans_fat_source;  476); msg_source; allergen; refined_carb; refined_carb,medium; medium; high; emulsifier; medium; low; medium; low
452,Cadbury Gems Chocolate Mini Treats Pack,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA),added_sugar; hidden_sugar; allergen; refined_carb,medium; medium; low; medium
453,Chokola 45% Raspberry Chocolate Minis,CHOKOCOLA,CHOCOLATE,CHOCOLATE BAR,SUGAR; MILK SOLIDS,added_sugar; allergen,medium; low
454,Dukesh Truffel Butter Scotch Chocolate,DUKESH,CHOCOLATE,CHOCOLATE BAR,SUGAR; MALTODEXTRIN; REFINED PALM OIL; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; saturated_fat_source; allergen; sodium_source,medium; medium; medium; low; low
455,Cadbury Fuse Mini Treats Chocolate Pack,CADBURY,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; HYDROGENATED VEGETABLE OIL; EMULSIFIERS (442; MILK SOLIDS; IODISED SALT,hidden_sugar; hidden_sugar; trans_fat_source;  476); allergen; sodium_source,medium; medium; high; emulsifier; low; low
456,Nestle KitKat Delights Dark,NESTLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; HYDROGENATED VEGETABLE FAT; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODISED SALT,added_sugar; trans_fat_source; allergen; refined_carb; sodium_source,medium; high; low; medium; low
457,Cadbury Perk Mini Treats Chocolate coated Wafers,CADBURY,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); STARCH; IODISED SALT,added_sugar;  476); allergen; refined_carb; refined_carb; sodium_source,medium; emulsifier; low; medium; low; low
458,Cacao Springs Rose Almond Roca,CACAO SPRING,CHOCOLATE,CHOCOLATE BAR,SUGAR,added_sugar,medium
459,Kitkat Delights Hazelnut,NESTLE,CHOCOLATE,CHOCOLATE BAR,SUGAR; EMULSIFIERS (442; MILK SOLIDS,added_sugar;  476); allergen,medium; emulsifier; low
460,Sugar free D'lite Hazelnut & Roasted Almonds Dark CHOCOLATE BAR,SUGAR FREE,CHOCOLATE,CHOCOLATE BAR,,,
461,Sunfeast Fantastik Roasted Almond,SUNFEAST,CHOCOLATE,CHOCOLATE BAR,SUGAR; HYDROGENATED VEGETABLE OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; trans_fat_source; artificial_flavoring; allergen,medium; high; medium; low
462,Ferrero Rocher Moments Pack,FERRERO ROCHER,CHOCOLATE,CHOCOLATE BAR,SUGAR; PALM OIL; SKIMMED MILK POWDER; REFINED WHEAT FLOUR (MAIDA); STARCH; IODIZED SALT,added_sugar; saturated_fat_source; allergen; refined_carb; refined_carb; sodium_source,medium; medium; low; medium; low; low
463,Eat Anytime Hazelnut Date Laddoo,EAT ANYTIME,CHOCOLATE,LADDU,,,
464,Pulse Kachcha Aam 50 Candies,Pass Pass,CHOCOLATE,TOFFEE,,,
465,Chupa Chups Sour Bites Mixed Fruit Flavour Soft And Chewy Toffee,CHUPA CHUPS,CHOCOLATE,CHOCOLATE BAR,LIQUID GLUCOSE; INVERT SUGAR; HYDROGENATED VEGETABLE OIL; REFINED WHEAT FLOUR (MAIDA),hidden_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; medium
466,Candyman Sourzzz | Sour Jellies | Sour Candies,CANDYMAN,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
467,Tangy Imli (Tamarind) 10 Pcs Sour Candy,GO DESI,CHOCOLATE,CANDY,JAGGERY,added_sugar,low
468,Fruittella Strawberry Flavour Chewy Toffee Stick,FRUITTELA,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; ACIDITY REGULATOR (INS 330),added_sugar; hidden_sugar; trans_fat_source; acidity_regulator,medium; medium; high; low
469,"Guava Pulp, Sugar, Spices, and Condiments",GO DESI,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
470,"Guava Pulp, Sugar, Spices, and Condiments",GO DESI,CHOCOLATE,CANDY,JAGGERY; CITRIC ACID; BLACK SALT,added_sugar; acidity_regulator; sodium_source,low; low; low
471,Alpenliebe Pop Assorted Flavours Lollipop,ALPENLIEBE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE; HYDROGENATED VEGETABLE OIL; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; trans_fat_source; sodium_source,medium; medium; medium; high; low
472,Orbit Sugar-Free Mixed Fruit Chewing Gum Tube,ORBIT,CHOCOLATE,CHEWING GUM,,,
473,Chupa Chups Assorted Flavour Long Tubes,CHUPA CHUPS,CHOCOLATE,CANDY,LIQUID GLUCOSE; INVERT SUGAR; HYDROGENATED VEGETABLE OIL; REFINED WHEAT FLOUR (MAIDA),hidden_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; medium
474,Skittles Wildberry Bite-Size Fruit Flavoured Candy,SKITTLES,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; EDIBLE VEGETABLE OIL (PALM OIL),added_sugar; hidden_sugar; saturated_fat_source,medium; medium; medium
475,Skittles Original Bite-Size Fruit Candy Tube,SKITTLES,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; EDIBLE VEGETABLE OIL (PALM OIL),added_sugar; hidden_sugar; saturated_fat_source,medium; medium; medium
476,Tic Tac Seeds Fennel (Saunf),TIC TAC,CHOCOLATE,CANDY,SUGAR; MALTODEXTRIN; STARCH,added_sugar; hidden_sugar; refined_carb,medium; medium; low
477,Doublemint Peppermint Chewy Mints Tube,DOUBLEMINT,CHOCOLATE,CANDY,SUGAR; GLUCOSE SYRUP; PALM OIL; STARCH,added_sugar; hidden_sugar; saturated_fat_source; refined_carb,medium; medium; medium; low
478,Candyman Tadka Lollipop,CANDYMAN,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE; MALTODEXTRIN; REFINED PALM OIL; ANTICAKING AGENT (INS 551); NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; IODIZED SALT; BLACK SALT,added_sugar; hidden_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; anticaking_agent; artificial_flavoring; msg_likely; sodium_source; sodium_source,medium; medium; medium; medium; medium; low; medium; medium; low; low
479,Rangmunch Anardana Shots,RANGMUNCH,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
480,Tic Tac Seeds Jeera Blacksalt,TIC TAC,CHOCOLATE,CANDY,SUGAR; MALTODEXTRIN; STARCH; BLACK SALT,added_sugar; hidden_sugar; refined_carb; sodium_source,medium; medium; low; low
481,Rangmunch Mango Masti Premium Mouth Frehsner,RANGMUNCH,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
482,Alpenliebe Gold Caramel Toffee,ALPENLIEBE,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; DEXTROSE; HYDROGENATED VEGETABLE OIL; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; trans_fat_source; sodium_source,medium; medium; medium; high; low
483,KOPIKO Cappuccino Coffee Candy,KOPIKO,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; allergen; sodium_source,medium; medium; low; low
484,Mentos Chewy Dragees,MENTOS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; STARCH,added_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; low
485,Alpenliebe Juzt Jelly - Strawberry Flavour,ALPENLIEBE,CHOCOLATE,JELLY,LIQUID GLUCOSE; INVERT SUGAR,hidden_sugar; hidden_sugar,medium; medium
486,"Sri Sri Tattva Candy - Amla, Delicious, Healthy & Digestive",SRI SRI TATTVA,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
487,Alpenliebe Gold Cream Strawberry Flavour Toffee,ALPENLIEBE,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; EDIBLE COMMON SALT,added_sugar; hidden_sugar; trans_fat_source; sodium_source,medium; medium; high; low
488,DERBY Tradissions Assorted Toffees,DERBY,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE FAT; MILK SOLIDS,added_sugar; hidden_sugar; trans_fat_source; allergen,medium; medium; high; low
489,Parle Toffee - Kismi,PARLE,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; MILK SOLIDS,added_sugar; hidden_sugar; allergen,medium; medium; low
490,Mentos Rainbow Assorted Flavour Chewy Toffee,MENTOS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; STARCH,added_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; low
491,"Candyman Toffichoo - Soft Toffee, Strawberry Flavour",CANDYMAN,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
492,Mentos Strawberry Flavour Toffee,MENTOS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; STARCH,added_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; low
493,Cadbury Choclairs Gold Candy,CADBURY,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; sodium_source,medium; medium; high; low; low
494,Swad Swad Coffee Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE FAT; MILK SOLIDS,added_sugar; hidden_sugar; trans_fat_source; allergen,medium; medium; high; low
495,Parle 2 In 1 Eclairs Toffee,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; EDIBLE VEGETABLE OIL (PALM OIL); MILK SOLIDS,added_sugar; hidden_sugar; saturated_fat_source; allergen,medium; medium; medium; low
496,Mapro Mazaana Chocolate Paan,MAPRO,CHOCOLATE,CANDY,,,
497,Dukes Choco Centre Filled Eclairs - Rich & Creamy,DUKES,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE; REFINED PALMOLEIN OIL; MILK SOLIDS; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; saturated_fat_source; allergen; sodium_source,medium; medium; medium; medium; low; low
498,"God Speed Imli Toffee - Natural, Sweet & Sour",GOD SPEED,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
499,Swad Kachha Aam Raw Mango Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; CITRIC ACID,added_sugar; hidden_sugar; acidity_regulator,medium; medium; low
500,Swad Swad Cola Masala Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; CITRIC ACID,added_sugar; hidden_sugar; acidity_regulator,medium; medium; low
501,Swad Orange With Vitamin C Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; CITRIC ACID,added_sugar; hidden_sugar; acidity_regulator,medium; medium; low
502,Swad Meetha Pan Paan Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
503,Lotte Eclairs Coffy Bite Toffee,LOTTE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE FAT; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS,added_sugar; hidden_sugar; trans_fat_source; artificial_flavoring; allergen,medium; medium; high; medium; low
504,"Parle Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
505,Parle Rol.A.Cola Candy,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
506,Cocon Jelly - Mixed Fruit Flavour,COCON,CHOCOLATE,JELLY,SUGAR; CITRIC ACID,added_sugar; acidity_regulator,medium; low
507,Alpenliebe Juzt Jelly Soft Candy - Fruity Bears,ALPENLIEBE,CHOCOLATE,CANDY,LIQUID GLUCOSE; INVERT SUGAR,hidden_sugar; hidden_sugar,medium; medium
508,Haribo Goldbaren,HARIBO,CHOCOLATE,CANDY,SUGAR; DEXTROSE; GLUCOSE SYRUP; CITRIC ACID,added_sugar; hidden_sugar; hidden_sugar; acidity_regulator,medium; medium; medium; low
509,CandyVille Mint Mello Flavoured Candy - Peppermint,CANDYVILLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
510,DERBY Elaichi Éclair,DERBY,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE FAT; REFINED PALM OIL; NATURE IDENTICAL FLAVOURING SUBSTANCES; MILK SOLIDS; IODIZED SALT,added_sugar; hidden_sugar; trans_fat_source; saturated_fat_source; artificial_flavoring; allergen; sodium_source,medium; medium; high; medium; medium; low; low
511,DERBY Mango Flavoured Sugar Free Candy,DERBY,CHOCOLATE,CANDY,,,
512,CandyVille Froot Fab Flavoured Candy - Strawberry,CANDYVILLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
513,Simpkins Travel Sweets - Mixed Mint,SIMPKINS,CHOCOLATE,CANDY,SUGAR; GLUCOSE SYRUP,added_sugar; hidden_sugar,medium; medium
514,CandyVille Froot Fab Flavoured Candy - Blueberry,CANDYVILLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
515,DERBY Mint Flavoured Sugar Free Candy,DERBY,CHOCOLATE,CANDY,,,
516,DERBY Kacha Kairy Flavoured Sugar Free Candy - Crunchy,DERBY,CHOCOLATE,CANDY,,,
517,Fox'S Crystal Clear Candy - Mint Flavour,FOXS,CHOCOLATE,CANDY,SUGAR,added_sugar,medium
518,CandyVille Mint Mello Flavoured Candy - Lime & Mint,CANDYVILLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
519,Hart Beat Sweets Love Candy - Strawberry Flavoured,HART BEAT,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
520,Manimark Kamarkat - Indian Sweet,MANIMARK,CHOCOLATE,CANDY,JAGGERY,added_sugar,low
521,Alpenliebe Juzt Jelly - Orange Flavour Bears,ALPENLIEBE,CHOCOLATE,CANDY,LIQUID GLUCOSE; INVERT SUGAR,hidden_sugar; hidden_sugar,medium; medium
522,Alpenliebe Juzt Jelly Gauva Flavour Soft Candy,ALPENLIEBE,CHOCOLATE,CANDY,LIQUID GLUCOSE; INVERT SUGAR,hidden_sugar; hidden_sugar,medium; medium
523,Hart Beat Sweets Love Candy - Lychee Flavoured,HART BEAT,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
524,Simpkins Travel Sweets - Mixed Fruit,SIMPKINS,CHOCOLATE,CANDY,SUGAR; GLUCOSE SYRUP; CITRIC ACID,added_sugar; hidden_sugar; acidity_regulator,medium; medium; low
525,Fox'S Crystal Clear Candy - Fruit Flavoured,FOXS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
526,Parle Kaccha Mango Bite Candy,PARLE,CHOCOLATE,TOFFEE,SUGAR; LIQUID GLUCOSE; NATURE IDENTICAL FLAVOURING SUBSTANCES,added_sugar; hidden_sugar; artificial_flavoring,medium; medium; medium
527,Parle Orange Bite Jhatkaa Candy,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
528,Lotte Coffy Bite Classic,LOTTE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE FAT; MILK SOLIDS; IODISED SALT,added_sugar; hidden_sugar; trans_fat_source; allergen; sodium_source,medium; medium; high; low; low
529,Jelimals Space Adventure - Assorted Jelly Candy,JELIMALS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
530,Parle Bigger Kaccha Mango Bite,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
531,Tic Tac Orange Hard Candy,TIC TAC,CHOCOLATE,CANDY,SUGAR; MALTODEXTRIN; STARCH,added_sugar; hidden_sugar; refined_carb,medium; medium; low
532,Swad Digestive Candy,SWAD,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
533,Alpenliebe Juzt Jelly Cars & Planes Shape Assorted Flavour Soft Candy,ALPENLIEBE,CHOCOLATE,CANDY,LIQUID GLUCOSE; INVERT SUGAR,hidden_sugar; hidden_sugar,medium; medium
534,"Pulse Litchi Candy - With Tangy Twist, Hard-Boiled",PASS PASS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; sodium_source,medium; medium; medium; low
535,Parle Mango Bite,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; ACIDITY REGULATOR (330),added_sugar; hidden_sugar; acidity_regulator,medium; medium; low
536,Pulse Orange Candy - With Tangy Twist,PASS PASS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE; EDIBLE COMMON SALT,added_sugar; hidden_sugar; hidden_sugar; sodium_source,medium; medium; medium; low
537,Tic Tac Candy - Red Apple Treat,TIC TAC,CHOCOLATE,CANDY,SUGAR; STARCH,added_sugar; refined_carb,medium; low
538,Mentos Chewy Dragees - Orange Flavour,MANTOS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; HYDROGENATED VEGETABLE OIL; STARCH,added_sugar; hidden_sugar; trans_fat_source; refined_carb,medium; medium; high; low
539,"DERBY Darling Velvetto Candy - Soft, Sour, Chewy",DERBY,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
540,Parle Bigger Orange Bite Candy,PARLE,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
541,Chupa Chups Mix'up Flavoured Lollipop,CHUPA CHUPS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
542,Pulse Guava Candy - With Tangy Twist,PASS PASS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE,added_sugar; hidden_sugar; hidden_sugar,medium; medium; medium
543,Coco Cado Jelly - Assorted,COCO CADO,CHOCOLATE,CANDY,SUGAR; CITRIC ACID,added_sugar; acidity_regulator,medium; low
544,Chupa Chups Assorted Bubble Gum Filled Lollipop,CHUPA CHUPS,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE; DEXTROSE,added_sugar; hidden_sugar; hidden_sugar,medium; medium; medium
545,DERBY Vitacin Orange Flavoured Candy,DERBY,CHOCOLATE,CANDY,SUGAR; LIQUID GLUCOSE,added_sugar; hidden_sugar,medium; medium
546,GO DESi Chilli Orange Desi Popz Lollipop Candy,GO DESI,CHOCOLATE,CANDY,JAGGERY; CITRIC ACID,added_sugar; acidity_regulator,low; low
547,Boomer Strawberry Flavoured Chewing Gum,BOOMER,CHOCOLATE,CHEWING GUM,SUGAR; DEXTROSE; GLUCOSE SYRUP,added_sugar; hidden_sugar; hidden_sugar,medium; medium; medium
548,Townbus Cornflakes Mixture - Namkeen,TOWNBUS,SNACKS,NAMKEEN,SUGAR,added_sugar,medium
549,Townbus Khara Boondi,TOWNBUS,SNACKS,NAMKEEN,REFINED PALMOLEIN OIL,saturated_fat_source,medium
550,Tasties Origins Shankarpali Sweet,TASTIES ORIGINS,SNACKS,SNACKS,SUGAR; HYDROGENATED VEGETABLE FAT; REFINED WHEAT FLOUR (MAIDA); LODISED SALT,added_sugar; trans_fat_source; refined_carb; sodium_source,medium; high; medium; low
551,bb Gooddiet Multigrain PUFFS - Chilli Chataka,BB GOODDIET,SNACKS,PUFFSS,SUGAR; ACIDITY REGULATOR (INS 330); ANTICAKING AGENT (INS 551); ANTIOXIDANT (INS 300); FLAVOUR ENHANCER; EDIBLE COMMON SALT,added_sugar; acidity_regulator; anticaking_agent; antioxidant; msg_likely; sodium_source,medium; low; low; low; medium; low
552,bb Gooddiet Multigrain Puffs - Butter Makhana,BB GOODDIET,SNACKS,PUFFS,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; EDIBLE COMMON SALT,added_sugar; artificial_flavoring; msg_likely; sodium_source,medium; medium; medium; low
553,Tasties Origins Chegodi,TASTIES ORIGINS,SNACKS,NAMKEEN,REFINED PALMOLEIN OIL; REFINED WHEAT FLOUR (MAIDA),saturated_fat_source; refined_carb,medium; medium
554,Townbus Ribbon Pakoda,TOWNBUS,SNACKS,NAMKEEN,,,
555,Tasties Origins Bakarwadi,TASTIES ORIGINS,SNACKS,NAMKEEN,SUGAR; REFINED WHEAT FLOUR (MAIDA),added_sugar; refined_carb,medium; medium
556,Haldiram's Chana Jor Garam,HALDIRAMS,SNACKS,NAMKEEN,REFINED SUGAR; REFINED PALMOLEIN OIL; IODISED SALT; BLACK SALT,added_sugar; saturated_fat_source; sodium_source; sodium_source,medium; medium; low; low
557,Tasties Origins Gujarati Besan Papdi,TASTIES ORIGINS,SNACKS,NAMKEEN,IODISED SALT,sodium_source,low
558,Tasties Origins Ompudi Nylon Sev,TASTIES ORIGINS,SNACKS,NAMKEEN,,,
559,Mama Nourish Crunchy Sabudana Farali Chivda,MAMA NOURISH,SNACKS,NAMKEEN,SUGAR,added_sugar,medium
560,Slurrp Farm Cheese & Herbs Puff,SLURRP FARM,SNACKS,PUFFS,SUGAR; CITRIC ACID; STARCH,added_sugar; acidity_regulator; refined_carb,medium; low; low
561,Doritos Dinamita Fiery Lime & Chilli Flavour Namkeen,DORITOS,SNACKS,CHIPS,SUGAR; MALTODEXTRIN; NATURE IDENTICAL FLAVOURING SUBSTANCES; HYDROLYSED VEGETABLE PROTEIN; FLAVOUR ENHANCER; MILK SOLIDS; LODISED SALT,added_sugar; hidden_sugar; artificial_flavoring; msg_source; msg_likely; allergen; sodium_source,medium; medium; medium; medium; medium; low; low
562,A-1 Chips Jack Fruit Chips,A1 CHIPS,SNACKS,CHIPS,,,
563,Tong Garden Party Snack,TONG GARDEN,SNACKS,NAMKEEN,SUGAR; IODISED SALT,added_sugar; sodium_source,medium; low
564,Bingo! No Rulz Cheese Curlz,BINGO,SNACKS,CRISPS,SUGAR; NATURE IDENTICAL FLAVOURING SUBSTANCES; FLAVOUR ENHANCER; MILK SOLIDS; REFINED WHEAT FLOUR (MAIDA); IODIZED SALT,added_sugar; artificial_flavoring; msg_likely; allergen; refined_carb; sodium_source,medium; medium; medium; low; medium; low
565,Slurrp Farm Choco Ragi Puffs,SLURRP FARM,SNACKS,PUFFS,SUGAR,added_sugar,medium
566,Taali Cheese & Herbs Protein Puffs,TAALI,SNACKS,PUFFS,SUGAR; MILK SOLIDS; STARCH; IODISED SALT,added_sugar; allergen; refined_carb; sodium_source,medium; low; low; low
